"Area_name","Value_label","Significance_England","Indicator_short_name","Time_period","Figure_ID","Hex_ID","Source","Fingertips_ID","Sex","Age","Life_course","At_ICT_level","Indicator_label","Polarity","x","y"
"Mid Sussex","63.4%","Similar","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Worthing","63.4%","Similar","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Eastbourne","51.7%","Worse","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Hastings","51.7%","Worse","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Lewes","51.7%","Worse","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Rother","51.7%","Worse","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Wealden","51.7%","Worse","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"England","62.4%","Not applicable","HPV_coverage_13_14_male_2_doses","2021/22","Living well 1",6,"OHID Fingertips",92896,"Males","13-14 years",,"UTLA","HPV coverage (2 doses) among males aged 13-14 years","Higher is better",6.5,1.5
"Brighton and Hove North","12.8%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Brighton and Hove East","12.8%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Brighton and Hove Central","12.8%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Brighton and Hove West","12.8%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"England","12.7%","Not applicable","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Brighton and Hove","12.8%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Eastbourne","7.9%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Hastings","23.7%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Lewes","10.5%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Rother","13.4%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Wealden","6%","Better","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Adur","8.9%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Arun","11.7%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Chichester","13.9%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Crawley","21.4%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Horsham","5.6%","Better","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Mid Sussex","10.7%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Worthing","17%","Similar","Adult_smoking_prevalence","2022","Living well 1",9,"OHID Fingertips",92443,"Persons","18+ years",,"LTLA","smoking prevalence among those aged 18+ years","Lower is better",2,2
"Brighton and Hove North","9.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Brighton and Hove East","9.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Brighton and Hove Central","9.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Brighton and Hove West","9.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"England","14%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Brighton and Hove","9.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Eastbourne","16.5%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Hastings","15.8%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Lewes","16.7%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Rother","20.6%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Wealden","16.5%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Adur","17.1%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Arun","18.1%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Chichester","16.1%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Crawley","12.8%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Horsham","14.9%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Mid Sussex","14.7%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Worthing","16.5%*","Not applicable","QOF_hypertension_prevalence","2021/22","Living well 1",10,"OHID Fingertips",219,"Persons",,,"LTLA","Hypertension prevalence (recorded in primary care, QOF)","Not applicable",3,2
"Brighton and Hove North","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Brighton and Hove East","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Brighton and Hove Central","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Brighton and Hove West","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"England","1.9%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Brighton and Hove","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Eastbourne","2.2%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Hastings","2.9%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Lewes","2.2%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Rother","2.7%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Wealden","1.9%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Adur","2.3%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Arun","2.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Chichester","1.8%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Crawley","1.5%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Horsham","1.5%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Mid Sussex","1.4%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Worthing","1.9%*","Not applicable","QOF_COPD_prevalence","2021/22","Living well 1",11,"OHID Fingertips",253,"Persons",,,"LTLA","COPD prevalence (recorded in primary care, QOF)","Not applicable",4,2
"Brighton and Hove North","12.9%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Brighton and Hove East","12.9%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Brighton and Hove Central","12.9%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Brighton and Hove West","12.9%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"England","12.7%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Brighton and Hove","12.9%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Eastbourne","16.6%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Hastings","17%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Lewes","14.3%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Rother","14.8%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Wealden","14.3%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Adur","18.4%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Arun","13.4%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Chichester","11.3%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Crawley","12.7%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Horsham","10.7%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Mid Sussex","12.7%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Worthing","15.6%*","Not applicable","QOF_depression_prevalence","2021/22","Living well 1",12,"OHID Fingertips",848,"Persons",,,"LTLA","Depression prevalence (recorded in primary care, QOF)","Not applicable",5,2
"Brighton and Hove North","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Brighton and Hove East","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Brighton and Hove Central","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Brighton and Hove West","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"England","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Brighton and Hove","8.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Eastbourne","7.2%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Hastings","6.2%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Lewes","4.2%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Rother","9.6%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Wealden","9.1%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Adur","-","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Arun","2.9%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Chichester","10.3%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Crawley","13%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Horsham","10%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Mid Sussex","10.3%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Worthing","6.4%","Not applicable","Low_happiness_score","2021/22","Living well 1",13,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a low happiness score","Not applicable",6,2
"Brighton and Hove North","28.5%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Brighton and Hove East","28.5%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Brighton and Hove Central","28.5%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Brighton and Hove West","28.5%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"England","22.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Brighton and Hove","28.5%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Eastbourne","29.3%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Hastings","26.7%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Lewes","30.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Rother","25.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Wealden","21%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Adur","18.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Arun","16.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Chichester","29.6%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Crawley","23.7%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Horsham","23%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Mid Sussex","26.7%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Worthing","29.1%","Not applicable","High_anxiety_score","2021/22","Living well 1",14,"Office for National Statistics - Personal Wellbeing Estimates",,"Persons",,,"LTLA","of people with a high anxiety score","Not applicable",7,2
"Brighton and Hove North","19.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Brighton and Hove East","19.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Brighton and Hove Central","19.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Brighton and Hove West","19.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"England","25.9%","Not applicable","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Brighton and Hove","19.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Eastbourne","25.6%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Hastings","25.3%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Lewes","21.5%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Rother","25.7%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Wealden","24.7%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Adur","22.8%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Arun","27.3%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Chichester","21.9%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Crawley","30.3%","Worse","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Horsham","16.1%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Mid Sussex","20.6%","Better","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Worthing","26%","Similar","Obesity_18_plus","2021/22","Living well 1",16,"OHID Fingertips",93881,"Persons","18+ years",,"LTLA","of adults aged 18 and over classified as obese","Lower is better",2.5,2.5
"Brighton and Hove North","72.7%","Better","Physically_active_adults","2021/22","Living well 1",17,"OHID Fingertips",93014,"Persons","19+ years",,"LTLA","of adults aged 19 and over who are physically active","Higher is better",3.5,2.5
"Brighton and Hove East","72.7%","Better","Physically_active_adults","2021/22","Living well 1",17,"OHID Fingertips",93014,"Persons","19+ years",,"LTLA","of adults aged 19 and over who are physically active","Higher is better",3.5,2.5
"Brighton and Hove Central","72.7%","Better","Physically_active_adults","2021/22","Living well 1",17,"OHID Fingertips",93014,"Persons","19+ years",,"LTLA","of adults aged 19 and over who are physically active","Higher is better",3.5,2.5
"Brighton and Hove West","72.7%","Better","Physically_active_adults","2021/22","Living well 1",17,"OHID Fingertips",93014,"Persons","19+ years",,"LTLA","of adults aged 19 and over who are physically active","Higher is better",3.5,2.5
